x,y,z
30033,92779,95794
41632,10690,48238
71817,20085,82820
80394,79313,32308
53734,25803,31663
46122,55977,54219
30703,35329,98715
94664,50402,72268
68224,57880,41769
63769,29670,27515
43571,58348,84457
56332,85352,37046
8296,46516,17473
39358,80906,5166
52768,50042,59916
44042,295,14477
65599,84476,45013
66121,29678,90189
38981,72052,79189
89325,97158,62490
81638,21647,74455
86648,80422,64701
81481,43999,82371
76748,70752,93406
33517,4053,42084
85879,4921,46069
33270,90567,34279
84768,78128,5951
40528,41473,90727
46285,9101,44647
16379,38664,72742
56801,23373,63979
83244,69567,6362
72459,86163,97844
89586,35039,91886
82893,62799,30821
90944,80982,5967
49253,81027,89957
91404,5386,7382
83289,51218,21118
49638,99767,90156
21300,68671,38636
95505,72546,57447
93029,76767,75230
11334,98738,88569
59244,72493,41226
29213,69376,26911
1690,56730,28951
10534,63791,3172
83385,35502,63124
57831,10728,23839
62661,94086,97321
37056,23822,86829
89297,61172,5389
16746,48395,84440
2758,98255,75782
89385,99551,74960
43586,69027,94907
21022,6637,17355
22547,33215,90835
68633,74475,21173
6328,67696,60963
62607,72330,53631
13232,29281,8993
19809,65245,98439
859,85831,27301
34012,63076,74812
79386,22248,49571
76080,10872,31908
48300,48531,45770
7257,6832,37812
85656,93505,45613
33856,44271,68114
76298,44393,1556
66047,61741,64225
89025,14207,79760
50599,91581,38101
58275,88587,6596
85334,66269,28237
74680,70671,98531
42862,29543,16396
34889,16579,57927
64042,39707,71781
31022,66647,77473
18524,38941,43329
31279,59921,1502
62248,38283,64340
93308,41725,9055
92704,13567,9569
88098,24651,26733
75311,19348,91800
89939,2885,11836
86177,38856,76672
55387,20035,59874
39190,65304,32591
94573,2919,96326
33093,32561,72213
34454,39318,71976
42513,88209,52317
11195,95613,97254
56884,99613,24323
21190,3154,6462
28331,77399,14028
79737,19202,56387
16779,42575,33969
99054,31254,92335
7993,65999,86369
63610,980,84412
34124,76624,59780
97700,15583,81197
13885,42085,7719
48150,77924,62608
5695,38011,23344
98142,79586,44124
71440,4640,10467
93861,50455,72375
36129,84005,69887
35603,64597,98250
82166,85841,37874
20022,4279,75488
87640,81367,95616
88879,2411,64073
29813,7307,92003
26259,30945,2005
72467,48081,76938
52651,50903,98389
56229,11151,62798
45737,75074,6728
80867,40006,45393
61468,10147,78019
21654,19128,80138
34971,37782,63809
4117,7563,39878
95020,31441,65583
54985,12232,70992
31537,28439,83027
741,92039,5198
94549,15494,74896
96950,6490,29267
13858,24209,69279
43768,75806,7144
10796,15895,81126
61111,20986,3996
9175,68144,91340
41654,11789,81486
33210,39035,62287
33494,92956,1855
8173,99845,7998
69069,68706,6784
65122,44506,50691
16529,45881,65916
34228,41705,23643
63419,13374,87287
40512,97128,64881
95682,34879,46177
55225,79398,62734
56478,39578,7534
32589,59342,73638
93986,28098,92882
46434,89756,6838
93712,1663,26262
23822,96089,31112
42767,82950,49568
40639,90626,16880
24730,79486,8064
57827,99361,67416
27574,18868,27929
26653,2624,16931
97535,65108,40474
87173,36715,64406
64811,72317,26818
74294,21743,92081
69153,45223,51967
51047,61670,32993
15684,95768,39838
45897,61174,49603
92946,75865,63767
32051,35667,24502
25791,17146,84480
44837,97702,3259
29322,85461,81105
87838,16662,30730
39826,36563,6014
44379,23918,32989
83580,95289,84952
81148,79114,19422
91853,95436,53938
30042,36328,1147
92214,70287,25490
5118,96922,62152
35653,91819,85822
79804,57963,67116
81940,78626,49444
7764,42772,87882
72315,31013,19903
47823,39499,21400
39539,94956,79114
94511,30020,82573
95081,56156,45445
36744,7186,83965
47650,13953,78909
84815,6057,50991
87153,13060,77384
94251,35882,8595
99058,91760,47523
20802,74093,54553
65430,45713,58440
52608,62826,88811
58253,33172,2449
59210,48084,50772
29425,58145,83790
23630,8983,64117
29635,66521,11193
98133,81596,98479
79348,49904,24364
1939,47157,92616
38719,13480,12350
69963,77043,6543
94134,31639,42702
77465,62823,1801
35737,96987,7436
99493,86469,49962
52759,56373,78635
33642,12886,19677
86259,44368,89519
89386,427,25642
5515,91202,1824
72074,80513,16439
47771,45687,59364
2279,97670,6321
24423,38898,14341
85742,74803,66579
89902,77906,15651
21588,62154,2984
44793,38218,85926
23819,5188,91078
45103,5564,49320
32704,57812,77820
6909,48580,62146
64106,96574,84006
25915,81042,90151
31903,81957,1055
27445,29356,76482
43069,11090,83771
26387,74907,14813
63243,80639,87188
161,33003,66409
42535,31049,61533
86117,75384,69164
32322,5586,13075
72092,9795,32132
60344,35495,76679
79246,73814,13012
87553,59710,35717
60498,28382,45659
55179,24799,11038
90921,69046,23161
62404,83962,56640
31195,71467,39126
82162,63118,55541
98804,23989,25874
60777,85079,88710
48321,15833,16293
83285,58781,9686
7420,66737,52047
52579,74716,55852
30757,25308,63986
86396,47995,92988
36399,38966,4803
98337,19785,31479
13146,84026,60411
89458,49654,48161
93704,11465,48108
36155,66086,71572
215,53280,60371
48843,45581,37686
49813,44815,630
92856,25839,19634
40314,86488,81269
23666,6357,69478
60962,67543,93898
23993,94371,36226
92287,32715,13654
63672,57779,67548
63865,50722,61251
85861,45760,10780
16782,79629,64181
72258,78259,92016
75978,75776,16289
25631,78036,81872
29015,40618,10282
32633,52272,61586
28165,72332,1992
25015,66426,11805
75428,45746,37846
49390,28580,85853
84631,81974,55469
19758,31311,70509
99145,86369,10087
40937,19427,24335
27104,46329,73623
96788,7027,33364
42718,69638,82698
3430,7751,95448
12520,4367,7866
61931,51580,85123
53896,57022,42499
90501,40630,55202
68744,50259,26521
44073,68674,41307
13238,10036,21251
84072,53885,29396
52344,22350,59902
38498,89168,79276
80643,59403,66705
86947,16946,8895
18282,70718,40269
70759,75614,44922
90107,68196,6397
77301,42607,60700
78821,70206,81317
75226,3976,40206
6330,63290,70924
12031,28354,23386
14824,65032,18807
73767,42814,34797
38206,60375,16682
48281,52298,13661
36823,36288,34056
72522,19277,42005
30534,78686,13873
86536,62215,16300
94896,21259,93464
81630,36861,72398
55573,96431,78928
78694,75851,21308
10229,55370,9865
62761,99493,57344
20315,33138,48226
64095,72016,90096
1468,36030,52477
5865,34334,31757
64798,51765,33438
40961,44259,43498
54473,72953,30976
54634,85478,32470
28725,36679,99129
45451,28740,81665
89606,40097,75597
99263,80602,83559
88768,59179,62897
17551,90752,57513
19859,74573,68445
94264,37893,75386
14799,64351,19825
16858,41890,8700
3796,60570,36515
19165,32232,78433
76787,36813,25507
28929,69879,40224
88705,43127,45063
55603,91765,94766
2380,74853,12990
19074,66744,55825
26454,16924,81082
58473,85325,45189
16909,94412,87838
36549,50503,75521
47397,846,97083
34332,95012,6959
87609,5087,82890
43458,4198,82439
99382,40964,79368
67462,65028,94505
80621,59998,88746
99123,16330,32972
22211,7006,93462
89207,61942,87617
78566,75121,56615
79268,72355,54677
18296,79428,2475
97849,16215,58077
20810,43974,64132
54164,31821,65215
63329,96780,88956
91930,38926,66114
80427,63255,38004
73231,35472,91322
77175,88051,679
84557,96682,13148
60057,51681,40351
21047,66694,91914
34867,70810,57407
39887,37858,15858
99057,54735,97642
52657,93007,45172
73133,16585,43045
99506,74706,3874
29012,14815,80635
94324,44676,11338
57395,48986,54885
39631,29254,14849
20702,23271,4541
24152,62253,53538
70102,70462,72148
78708,69115,82846
82530,9397,14070
48349,16788,70191
89201,55409,56241
95655,38639,97409
68070,44327,11669
39501,39575,19538
68708,33837,92237
54937,85873,56385
63537,12040,52211
44071,56890,2532
42848,60319,60855
95809,86073,50162
3462,56568,51485
40193,15979,41684
43856,43563,70190
15775,59538,63080
99800,32749,64404
68077,16172,64680
56996,37831,72152
32950,81256,606
55142,43039,33773
72921,63678,97318
57201,43824,8404
80236,32910,58671
81497,78444,36389
16763,58599,55856
85692,55321,16306
98446,49123,40183
54787,74267,78394
4992,12925,25130
37252,37892,79092
72717,34496,85383
64305,39970,30210
17464,15171,31766
2930,31891,46652
92839,30384,78405
59673,48800,18320
37440,55137,82809
31301,21272,54651
71255,59625,3669
96429,73357,16608
97528,14074,65599
91293,64151,57564
8709,18955,63003
22148,24686,82271
2368,52471,40926
62672,26208,62140
33262,48698,72761
96878,88137,36939
38271,24403,29804
2759,46179,87978
19541,50677,43960
40997,32864,91736
77643,63468,3378
6361,46907,1005
60595,88135,63525
11308,62175,42442
95415,9753,49401
62372,78394,70288
22170,14518,21592
56760,69431,91768
61425,10940,59049
95531,21397,83499
19795,57259,25690
82711,73421,89144
40163,61825,384
852,88079,82075
62334,58487,6563
96556,77012,29588
83773,41387,10762
16995,66481,4552
9762,77828,78977
9402,50919,92249
60436,50193,73247
96316,79208,55980
6271,17291,99025
16256,22742,44182
19701,29700,5974
54249,64718,68271
171,61518,74490
57162,28381,94581
54661,39909,60962
53677,94483,34736
17033,6971,71742
35655,60798,86565
63622,6744,19034
23019,30224,86709
6606,90432,62321
52071,21211,73272
20767,29246,97330
29028,93552,21133
31870,45036,64841
49366,74151,27791
72301,31541,3838
46878,13415,67024
59408,50048,62088
46056,64815,77105
88721,78045,5879
56872,20803,15353
19630,26986,23829
30996,81984,54637
33017,34786,65774
34740,54374,43683
13403,30413,29755
11637,56499,22666
24483,27090,76200
98773,36316,45339
21568,7769,9213
66970,79255,4639
18866,48609,20397
13554,8547,36288
24398,52384,24936
21590,91189,46459
89367,37894,60456
74403,39669,46207
4682,70430,51602
63273,25277,9202
49592,96098,77233
86025,26830,90613
36587,86561,49295
3321,81682,70790
55331,39712,76209
94249,1391,78570
70936,88074,10421
64757,13153,70609
65903,90578,1389
47532,81728,18797
80769,96632,35890
33400,61565,29427
61601,92005,40726
66850,44781,34615
97525,18304,34488
43886,52157,39141
52741,11921,40095
86224,75873,15455
87835,35254,56103
46396,46022,22797
42456,85829,87741
68789,57071,27324
98812,98979,63987
59836,62620,61961
50284,50969,73902
23958,98644,35505
98121,38095,32908
26257,33470,31138
43752,12077,78248
77861,26227,39931
1527,30996,42370
36096,93225,29618
13897,12919,23005
30060,60932,17910
54913,90099,74811
46064,67683,32194
89374,61584,86525
84837,80661,90303
78522,22083,53140
35978,80544,18606
42996,87144,89852
70155,82217,46600
42349,38897,59608
86439,84368,65756
41505,98937,80548
55700,21142,77206
75372,34808,26330
86498,30090,25287
24581,59636,734
75397,21991,91642
74470,28313,73319
32900,92351,94572
35368,85701,71119
19811,27184,5979
46444,44115,55090
45848,51859,44135
49005,58016,16918
18321,52297,72548
53979,9838,87441
4947,29135,14364
70141,61451,62692
82707,68479,57508
36788,64367,23666
7870,64048,57082
68657,11624,33236
93023,54443,77352
48629,16460,22682
31399,27950,43189
36720,20538,81367
2371,70408,44086
77518,49557,95808
19260,1310,99668
12307,72578,18539
64741,96008,18834
76849,90543,54574
79356,60665,40306
18120,5112,79265
6120,57694,80231
53485,40719,11242
5123,84466,61399
77527,78313,96293
78396,64766,40844
18528,99870,50648
14131,73532,76309
11297,76751,60976
10001,19087,66826
28288,48290,15702
79819,37386,45015
25474,20240,94111
40761,95999,95629
38640,93058,31299
78277,41128,23159
7786,63906,4530
35381,62368,31768
49709,41571,44983
44873,54353,68623
54303,32293,94273
30256,86334,29486
77438,58019,98879
30979,3145,46269
87840,92445,28070
13987,4184,22567
33550,1216,82093
63765,98527,80671
35332,30033,33720
32200,25213,40256
398,12147,86808
42898,96064,12419
30824,21443,55889
28969,87831,79324
50408,61938,64482
10253,33722,97898
83333,79154,19149
65541,92129,51885
43473,24741,79665
15960,86719,67471
17679,25454,75270
74109,15960,7871
70171,64771,84261
58134,37289,58124
94471,65660,6658
61182,66035,37348
43819,43581,35455
97846,83398,35951
47848,70300,46852
30324,28011,74211
67907,62248,96854
24357,28809,79339
3621,50072,86437
96800,68315,4400
36414,39418,33979
9310,32962,25813
77460,71062,89563
91645,81457,866
81347,87352,20081
16535,55793,68627
45910,81844,19108
23400,22847,49617
31544,16695,76496
41410,30715,35867
10977,554,17399
58646,83412,79415
45867,69628,21881
46529,26944,41260
60097,36412,67934
40820,78222,48996
67129,28241,62465
1498,83364,43258
41039,58867,12068
38507,86834,77511
46909,23854,5795
74792,69506,52557
51385,32769,51455
30215,66785,49878
18961,52280,81803
96541,26139,82512
36148,28968,90708
96966,78461,20733
59960,59194,96419
15216,48069,24474
57907,90958,49624
93750,48107,70903
22986,85164,23959
79291,27715,35173
6400,79021,68287
74607,59044,65176
94158,32223,27256
87852,32540,72739
85762,44022,33974
13520,58983,95039
26285,25135,97061
20046,3493,35671
47935,93123,84824
59001,48602,73988
8318,34412,15499
45266,23712,3405
24774,46568,82429
85686,79582,70807
17986,90257,99627
98537,83831,55540
47227,84668,21797
4144,36846,53993
22107,34671,82409
50542,55071,89824
98410,79323,96619
96336,64955,55826
51789,61215,61725
45442,9575,89001
25567,64951,75103
59181,95683,72039
1351,39147,66694
71076,9897,12130
94098,17825,96984
76665,74068,69681
48978,3600,8973
28334,773,41811
66344,17606,87369
86164,97567,2931
6074,83837,22556
257,29950,20567
49055,85645,59993
88732,77306,30587
35271,13529,72520
89369,47440,24036
97293,64095,62760
27294,70974,18976
62898,88152,91982
94203,58908,31201
21678,49778,24823
53,89645,8328
74259,27542,50335
28962,64054,75357
1709,42337,11995
20504,49995,30795
4812,59076,36206
80174,65089,65922
63855,30129,4145
41579,42619,2121
43078,14060,40845
52986,8853,52565
58112,60609,43769
11812,96657,82293
57961,40479,90142
32394,24137,79886
30937,15901,89026
27867,88494,25547
6770,17914,82594
763,42424,12694
48098,58684,34755
33535,54580,48793
91700,68929,83385
97536,33830,268
76813,10942,69625
62309,3763,89524
45245,34460,96036
36552,45179,3903
44612,31566,77393
50682,92400,49031
21055,15746,98456
45179,35962,66691
70519,93815,63055
57855,55635,33572
28739,55995,20184
77584,58585,66499
90543,45228,35712
12038,42453,91519
94769,48038,1582
97243,48804,19886
13203,85198,30362
73740,43370,48034
58096,49314,12549
47667,40538,13474
71960,85885,86331
70655,40819,20887
66108,7347,25433
98034,16027,5850
77282,84357,8864
22826,38263,43628
68994,83524,65307
84481,68700,70941
96352,95518,20350
89467,11852,72318
27215,97610,37423
98781,85372,37566
54010,81018,2700
37916,9299,66031
84852,54756,46424
43072,24767,59459
23025,60229,25721
421,29205,60237
35076,69179,70267
88022,29357,54612
76150,12562,52023
98744,41798,39449
14626,17416,89143
97236,7450,79655
47679,48830,89858
98856,65685,30400
9751,31585,1690
49198,87365,23340
21480,83372,42061
5390,99264,5843
44461,4392,26452
48869,87889,9487
14046,39360,77442
68176,71262,19626
88230,89204,98251
93975,24415,41217
24346,67986,91150
61067,45198,52286
94032,65307,65090
82589,25367,60122
66779,90847,98998
43081,82011,46559
94297,66954,13290
8957,66126,93618
53645,50965,42976
73290,77342,29160
52843,30670,55438
61680,43771,35064
93962,41445,42312
4185,90431,24587
51440,94198,96809
99448,6475,91522
26162,5944,15675
70341,72795,85657
74006,48309,73207
979,12116,35507
13109,48919,54877
25593,72874,19667
16819,66587,838
71345,63207,27653
83375,82561,37495
69964,61775,46436
75997,26141,43290
41763,5549,25180
63368,56633,77292
5549,25368,31320
49641,50926,34214
79229,80174,21492
96410,59488,6058
47357,29026,7864
36548,10161,54741
62275,37029,28106
74696,13601,18842
70329,96432,61845
61647,30230,91037
82195,23266,36279
425,70127,55503
16441,46450,70345
87952,82054,4091
37005,93987,70362
79770,20096,4904
47765,89058,42973
24666,28873,38175
26447,33573,62879
40260,10620,9914
50351,73282,72734
33505,69198,84890
45331,30573,81848
3519,12665,34777
68527,74715,99634
73904,69463,6882
27652,26289,86781
47321,68762,30781
87215,41751,42412
26864,17085,86793
10226,87488,94962
66677,20370,9355
44463,74503,35232
985,82222,31110
31528,32260,94973
75970,38996,53011
20228,74430,48740
10169,67858,12158
54208,28259,98429
48923,72660,65169
44384,4329,63040
47780,6641,67633
89020,51153,16146
20460,44025,81662
18429,23772,8118
69550,81127,64705
67238,34251,61615
74837,92928,84107
66594,68023,82785
73560,57537,97272
11305,57706,46871
5673,87234,10299
19514,71116,21326
53188,24950,56820
51667,3815,95469
380,29974,23627
70964,4599,65397
44915,77952,18948
24647,59753,31845
22967,93122,63922
1549,22104,70599
64219,26517,25240
62893,10794,19086
23399,86736,45016
3221,89091,32485
74977,75382,39862
37797,79366,89817
7679,21900,34130
61990,96209,7785
50979,62893,13764
89968,44304,94086
59126,85294,23880
63482,99729,8454
37526,56149,66898
64433,63088,76623
49045,21305,47900
48239,67747,46504
60769,29265,44695
75176,73728,7588
54568,20656,47329
44865,85277,39010
716,97462,48087
81092,90937,28505
66535,75048,20143
10779,90632,3990
18254,70252,95863
51021,44843,4991
21595,96860,17109
29448,16485,45379
55110,69346,41077
44944,2667,2040
73937,48346,96852
36066,38501,25099
19219,36984,35611
16829,17417,99142
4943,59907,46758
21048,38269,66981
71722,65029,50179
60378,53040,65961
95423,72221,18163
5461,82092,37213
14855,6409,97307
13364,24435,28144
26538,87602,88045
95275,20427,72263
98619,65294,96084
47426,62757,71933
59529,6684,87010
80384,69526,8206
34146,72770,10688
92341,15894,57472
98790,31116,62264
63601,4770,37031
24950,4726,32353
4860,98343,38632
31556,37150,23992
7947,94841,94359
66376,33570,17283
36691,86405,42598
77767,45082,74116
17708,32584,63393
84411,82799,86867
3204,90530,70354
5357,35748,21259
49742,11681,41787
10716,82913,86797
84831,19584,66146
23534,90010,69358
47808,74143,12773
74961,15578,51740
35441,68807,60189
57369,52112,57640
79421,32068,70758
37970,66084,33693
8600,65951,8423
60104,50105,9101
93970,49679,18288
74460,40043,22026
76774,85034,73621
71537,78175,50441
18671,81546,47606
39158,57635,28629
53486,77437,63241
70121,14324,19233
90583,45534,22171
86192,274,41877
46294,62396,1379
81123,32430,93880
73079,20902,13292
48356,10713,76161
84781,74103,2172
82142,55990,22842
53832,50633,49733
65476,97518,4724
66004,41876,79040
9346,5192,80615
35167,63738,71972
83159,67126,55123
324,41827,29724
82961,84535,77092
66007,14744,94976
84958,16560,17214
91078,60166,64156
97185,17221,48423
50705,33578,52044
15110,19117,41043
30644,80590,87779
95347,79052,33446
73460,93655,70550
48690,53323,47437
27546,70422,55846
50777,45543,50422
69532,86517,27137
92401,23489,73318
36841,65869,5971
8234,64126,55934
95564,52422,41205
92329,27696,95880
12052,83649,86582
21743,82856,44590
29051,36306,52442
5793,40826,22448
87850,64442,50443
37830,25930,17526
77468,87447,61428
28803,34421,44468
74383,84681,59017
20091,68419,33660
33969,22610,51954
67657,11022,59355
44201,14390,27745
24329,93533,69994
48588,72168,46032
41845,12197,8981
93998,87339,53218
78160,40466,44799
79165,67502,80867
23879,95256,65400
84669,38208,72871
42974,69185,81576
32794,56686,72867
51189,93027,60513
40110,47901,54184
33545,33645,99669
42259,35464,99392
92775,74313,3462
20708,11787,80432
91560,11118,67589
5378,48937,43936
62288,7021,96828
81272,33104,33816
5499,28773,32595
30469,8838,38528
87804,54836,43597
80810,10806,21417
55996,95002,87203
75606,27415,56491
20686,29690,68670
16469,18265,29846
81278,70826,36975
45187,97991,14262
85949,61227,10489
54104,73002,33126
94648,71410,79528
16059,96849,49315
37728,23294,82041
67100,55834,68382
90415,31635,99678
23438,20597,86895
17174,46361,8739
3470,17359,86096
30921,71166,19861
83992,29843,89969
72503,11941,3435
55248,74566,73367
46919,71789,61689
56133,87841,83956
86827,28162,99043
27190,96354,9299
52200,47677,6207
8737,58488,66432
5615,49670,20338
24632,25425,63783
588,2236,98736
57886,41971,37635
8136,2666,36701
51376,95556,31565
43695,15302,4197
99011,82294,14144
1756,65136,84984
95024,58563,38321
26841,53355,61927
65858,51083,32997
91374,8743,3229
55535,90284,44723
84013,29222,39204
84456,74678,19003
82979,40884,81582
79219,54850,59244
76323,25838,918
10314,70720,44038
33565,54616,55326
34959,45132,85313
39889,25467,47594
54534,36548,55080
64494,86147,98256
38373,56476,51577
68473,27061,50138
8611,65132,16017
3769,2133,89582
37826,25010,37314
16250,4003,34588
44405,8299,90193
22945,30495,88043
51009,79328,46153
4397,70587,58601
39321,15820,51589
65158,97043,63032
78734,53116,56568
53830,44090,28440
35013,91021,73035
20999,74187,79450
52160,53308,80016
28315,27873,32209
78336,16882,24723
90367,94938,72564
67402,60871,59934
19953,19933,64054
46956,22494,64865
24204,74346,89419
73689,54081,63853
83046,26060,67023
96636,4796,44147
75230,21547,394
72008,60767,68460
30688,48676,75390
76301,11541,4329
89814,22754,57314
8544,59610,61698
23390,64200,17116
34832,98524,41131
9342,95035,62447
22342,32554,35545
30785,6012,63923
72342,70798,23094
38006,95057,5234
21186,95617,47116
49235,63924,44048
6759,90357,39514
28067,3933,85897
1382,95354,48536
97421,83300,65528
57496,97999,92874
1627,76621,26842
30216,35546,65534
4782,47123,14307
82030,22007,21788
38266,53893,93190
66954,43911,10577
75730,17581,76878
58155,35399,14114
4829,20097,24212
90157,97124,37381
70050,44197,11329
24793,8092,73173
98015,66224,27931
43963,15783,33492
87565,59515,17415
74541,74855,97836
93939,68835,34434
12070,9045,16640
37520,44940,75766
62090,97782,30525
71031,86855,56638
57242,32504,12352
64531,88847,6086
75556,31230,32803
68152,7173,47423
75077,88287,27016
14063,93528,88004
28529,85248,80075
23880,88542,75634
91182,38993,17564
99914,57158,20216
77135,8479,41316
19898,25602,83670
38149,99955,57525
17873,18588,96587
92447,66114,54653
54675,92164,11553
72069,41084,31431
68393,90363,660
16964,9156,39229
35104,82165,30664
32210,80696,2514
50089,94435,9477
74267,60449,68020
37043,19704,49422
36637,92188,57372
26028,31030,99822
19370,94058,42854
79840,77562,75824
57009,93553,69177
41749,57469,32453
7448,62206,23814
49780,68559,19107
1240,7487,96144
55283,89805,21977
75817,27582,36606
37593,35797,95731
21965,58179,72910
84754,96733,46173
3965,88228,24431
89922,16302,94497
65837,4857,71851
52183,8284,93963
4752,61004,86963
39007,78991,39734
74015,46454,642
58811,53961,86248
66417,76359,22182
22809,64770,2751
19221,83384,6238
37947,65232,44083
9320,85732,78317
71265,11523,24325
64313,47867,75175
68594,99263,74371
41539,44642,3228
89858,25081,2716
64259,17084,99208
65527,11043,40806
84995,89118,51155
41775,52649,65156
74848,88390,59181
91875,8080,25612
97038,63741,93621
34155,67160,64306
85597,65963,64325
50468,42441,87536
89303,58870,1781
79980,26887,18915
56494,26046,28731
30443,87210,93683
83496,58237,5472
11128,98004,31224
45112,65214,27389
76635,11313,6808
65920,75945,25916
14767,20530,23324
69635,93835,50841
49753,82988,68018
67922,27195,91427
17595,88657,16378
37091,31005,91462
37145,17751,71741
21601,44969,51116
80420,58624,87656
67354,42132,7982
20813,84008,57318
15591,90440,205
86441,1787,31208
38991,80360,29601
92305,95642,92087
52975,50825,60584
70097,362,25689
28254,17325,165
33727,97406,59418
12430,7480,89786
57644,23307,93626
48389,61154,3787
96901,93872,75726
56685,3764,89783
80776,93372,99441
41400,73806,67882
22685,67866,16369
61852,59098,24569
21836,5866,97700
90078,99066,29237
63177,71550,32266
17686,39273,23862
33393,90947,61372
26422,30778,82630
49931,40805,49994
58977,70769,20875
54779,33625,85923
17655,96970,97
72229,1621,64224
494,65016,97077
5327,73967,51908
53654,29719,66062
66647,8397,74599
29300,1701,97543
74945,69966,98674
33809,76961,14874
49507,50379,54222
28121,37721,82784
96504,7607,53955
24265,15420,16219
43974,89131,3145
45124,13159,78591
32846,96077,1345
64628,13491,67074
48855,38159,65033
71373,58449,81291
96898,44434,44869
29265,28713,54747
10346,96680,14202
76287,38939,92847
87373,15676,97895
85158,60684,69753
38162,18578,81823
30812,98221,30816
78341,60506,46294
8331,82026,49975
83497,4517,87703
6332,80898,15591
54967,93951,19166
38798,71215,34380
87254,23093,50773
81003,96253,29367
13864,17329,55819
32971,26228,48236
27510,28500,29639
76570,40371,15869
15978,78524,41265
13801,54440,76395
39780,45207,97081
31842,89098,86446
97321,70593,79765
79886,24860,72453
53859,45567,46356
47172,93782,92058
45605,47279,8034
37494,73295,76253
3805,33513,38493
83680,78729,617
28090,71130,40526
85654,5493,28231
41504,30124,46947
24520,94458,30086
78247,30311,64197
25225,32564,53315
88276,20559,35490
24673,77472,38017
64131,53736,69236
70801,21313,77552
40027,37797,98936
32621,67574,9770
5800,26717,92387
13930,78029,84946
92249,57069,5883
37863,40224,16331
63097,78677,9795
81597,42980,80877
56189,18396,93468
38880,44058,69447
60743,28248,44395
35493,76461,90899
67334,27211,14727
69568,5736,49152
85114,73714,18047
34551,83807,9752
69949,88713,49979
98482,31859,24007
1013,63415,91375
74759,53699,16594
94204,77081,86104
3372,45158,60630
36790,83973,33866
84833,66266,4338
21977,88874,68908
8718,25786,71211
71130,33920,1385
71252,65831,82850
47176,36175,11948
78320,38869,80306
9878,93321,87996
84026,65081,80095
6426,50596,30144
1869,56100,30942
91339,90185,56769
40562,94383,43595
21728,75456,71496
17651,16446,94059
15724,56975,14035
34046,13616,7908
60423,41912,55067
46188,94324,37009
89634,44006,5376
56357,73366,27681
37482,55199,42637
23885,83817,79215
18753,59804,85067
54431,10245,29249
84876,81302,8958
85715,54849,2347
64053,60575,32034
9754,53501,62645
61229,82546,34972
43681,85530,54447
12653,69246,22605
79132,57387,60367
13752,17117,56454
78207,34756,30994
13335,85642,40594
9280,17527,36826
65800,8885,87368
55526,28088,81912
63456,90097,73846
62476,94801,11871
26931,9900,1212
38376,33945,47481
40554,85405,60266
99790,46414,92716
50865,90486,32925
66386,47051,65061
45334,31490,68112
80097,29597,40832
56371,43003,59313
20576,89761,54290
21149,60638,32462
12541,1841,1269
5129,15860,55603
51772,43262,3289
22669,4423,79002
40751,68334,34019
43432,23798,38923
43575,77602,61771
85876,99515,84190
63500,12660,79691
58997,34922,22863
88770,29591,42469
98679,81721,5737
46018,67732,36960
99542,49833,95222
64471,89446,31420
35993,10453,28337
3669,9037,25308
79238,58313,53843
