x,y,z
4615,6029,1606
8238,7335,6101
5044,9025,3444
7126,1486,9422
8114,907,1166
2277,8055,7598
6915,1786,5355
6901,3676,8664
7916,8131,9438
5181,2193,9777
2733,6594,1412
9162,5712,1648
2452,2589,9475
7583,242,2870
2753,9136,2933
5083,2895,3388
8053,6198,6853
1984,7366,8745
1503,8519,4177
737,483,5855
2265,5506,1483
1684,791,8546
1372,5602,6936
3676,8925,28
4168,6215,4240
1750,2254,5609
1742,9129,9994
4692,8227,3072
9427,2033,5008
9474,1643,7222
8395,7777,4071
2203,2756,1568
9857,4144,3466
3548,9859,3705
7573,4575,3031
8869,2779,3551
1366,3079,1173
5104,4714,5769
7075,4665,7203
6652,6988,7387
4164,8379,494
3669,7557,8260
7756,5069,7729
9026,1496,7498
4021,1178,1497
6358,2581,5932
1955,1734,674
9785,6097,791
8149,7320,3160
7817,1403,3831
4018,5533,1950
3930,5516,7355
5230,8501,3925
8846,142,3652
8664,519,2088
7200,6960,2994
3006,5143,3507
7619,5685,9382
5200,6261,2512
4594,5106,7494
183,5593,5405
8679,9086,5644
9767,2475,9605
153,6455,1543
7690,9,9710
8599,4342,4581
3915,7903,7660
5905,3375,7614
6481,5488,6084
3719,2136,8437
4888,3621,3794
1763,32,8575
4845,7142,2000
5546,2886,7075
4223,7533,4065
6191,5180,3355
4493,9996,2268
3052,3911,2105
8154,4559,9743
3270,2318,8240
2881,4976,8772
1277,62,8864
968,4519,9151
5163,8048,2328
9366,4082,6919
8685,6396,560
7860,1690,2277
1028,9788,2281
84,8950,1084
3964,7094,5005
9375,9433,2832
2763,8609,1220
3924,6855,2232
6497,6521,1373
3172,7379,8265
3415,7897,2193
2194,2559,8671
3847,5258,7698
9285,3665,3511
7507,5102,701
1135,625,8414
6899,9048,9656
7638,2963,4003
6676,7584,6371
7754,2783,626
5879,1949,4191
9357,3663,6362
7358,6318,6911
3893,2344,1991
9779,9875,4759
2613,3707,6506
1607,2331,6864
696,9854,4605
8534,7048,7487
9167,2675,8997
7976,4637,7063
2468,8855,6720
6906,4994,3481
2361,9452,6312
7389,3376,1490
7959,1941,5351
6713,7907,8042
9598,500,568
6038,5012,3766
6164,4889,5666
9233,406,950
2872,2561,2456
5240,8739,6408
9410,8907,5996
433,6926,9775
7606,806,4066
7973,6327,6527
2867,3554,968
1726,5660,2479
8774,865,8603
773,1341,2985
9600,6072,8909
3853,8738,9198
9670,6283,4231
9029,4,3882
9210,3739,1608
3226,3687,2307
5040,7017,1896
4474,4304,6993
9745,459,1519
2626,4093,4831
2315,9915,374
8442,6512,4882
337,6987,7502
2579,2079,4378
3614,9171,9096
4523,4375,820
9789,8307,9573
9232,9225,639
221,8111,6413
1017,6039,1509
7352,3618,7664
7879,6917,3063
7864,3256,7219
4585,5503,222
8429,9092,1693
3173,4565,9200
918,9904,1429
2018,5011,3407
9037,3610,8966
9618,7819,5357
6122,8240,5736
7519,8786,3914
3594,1159,6625
9919,4986,77
4074,2762,9876
9942,8237,9409
305,6281,6045
5718,4556,7875
6278,6979,3844
9596,4018,1426
7960,7625,9022
4374,5287,6762
3752,1167,756
8119,770,4250
1140,9703,387
3243,2569,2539
1049,4306,135
2970,6507,6653
8557,6949,7335
8485,2,1346
2790,4257,4785
5529,9373,5946
9626,6583,1336
5055,921,1610
1100,4368,3229
2531,4392,732
406,349,5791
9467,8836,1938
3541,9305,7984
7030,1906,792
7724,2486,3920
151,6232,7204
1670,563,824
9241,656,3254
8473,8367,5065
6281,15,5390
2389,7106,7193
8591,6760,4968
5506,9201,5267
7349,2651,5450
2609,7315,6555
9925,6433,4395
649,1000,692
2160,3422,3135
5299,6638,9528
4973,8466,9678
6538,5647,9787
1778,8013,2299
5626,9423,9687
7056,5366,446
1095,5774,192
5768,1505,4415
4160,7394,1237
5966,5347,2136
5249,2312,4374
1641,8260,6529
68,9139,9156
577,8151,1224
4220,7102,5538
4389,3301,4548
3107,2153,377
895,2560,579
9699,8428,6997
3154,8286,4641
6615,8988,3803
5657,2957,8152
3316,8431,410
7727,3435,3147
4300,7628,6310
4922,9030,1870
8417,562,1044
2326,7594,9867
6216,3288,3936
6425,7553,5110
6774,2284,8632
1000,60,3025
8755,5589,6452
6397,5893,4856
6964,4642,4768
2095,8919,4022
4270,5991,3214
2795,6976,8135
1584,5103,5129
5043,6945,9333
2607,2674,485
8548,9805,6094
4116,1683,6345
293,5601,3583
8990,4064,9963
1081,6783,278
4369,153,6781
5547,5281,9250
1905,3341,3374
7439,2103,6980
3190,7111,4694
5424,5396,7986
4195,9200,2585
5391,7100,9801
7714,9474,928
8942,541,4912
5597,4535,3962
5371,2257,8132
9489,609,8957
5030,3987,954
7108,2969,7657
6115,644,3236
7793,3493,5182
6150,375,3438
6151,1217,8392
8831,614,7758
1564,8900,3969
5737,8877,4359
5188,6337,6157
1618,1471,3813
9079,35,8124
6311,703,3015
4225,494,8081
6742,8119,252
663,8592,2569
8739,3862,1892
7433,1862,2997
5627,1182,4306
9516,4898,3859
5999,4139,1416
6940,3588,4349
8553,2288,4952
2796,595,1707
2455,1110,5293
4259,8624,1243
3022,692,2186
1997,188,7636
6486,5756,7167
6634,7759,4089
1759,1071,7902
8883,4522,3703
8844,7440,4534
1332,1327,2828
7944,399,9192
291,6761,8921
6070,2636,781
7246,6199,2449
5658,7279,2796
8336,6981,7207
9879,4494,666
2716,2707,5050
8537,3461,7512
5807,5496,4551
7130,2421,6291
8692,8269,3434
350,3998,6461
5785,8304,1344
9152,8036,6918
7873,740,2513
4830,2282,3017
9462,8515,4807
2259,1212,465
9948,9124,6894
7212,9844,3081
4703,3637,1494
5072,7314,286
2357,5689,8453
4833,1439,5835
9534,1398,5728
465,1130,293
4179,6950,5367
5395,9371,7010
6121,1017,7631
4,8139,6854
3329,2264,5083
1546,8255,6858
8261,846,3912
3462,6326,9864
9797,4006,2542
6476,1694,8118
570,748,5385
5036,7304,455
690,7061,2417
9264,3778,6923
759,9992,2915
7006,5694,6443
4053,9372,4731
9006,4176,9946
7254,3359,9988
9849,7068,1464
4485,6856,4155
9737,6125,5451
7801,2817,2666
6349,2834,3685
3519,366,9436
8018,9941,9850
9176,8222,7983
260,7064,3455
5810,17,4891
1866,174,4873
1268,2158,7511
3802,1442,2996
6978,3976,5569
7024,7408,9172
9862,8448,6834
864,6768,6416
1174,978,6895
3889,6796,1791
3375,6461,3670
622,2689,32
5635,3157,4885
3799,7767,7032
9529,717,3588
8297,137,4273
5699,144,263
7476,9392,3887
8749,615,80
8954,3986,6367
6534,9073,7333
5285,97,5100
875,2251,1399
5516,9410,595
873,3114,6375
1870,7860,4259
4366,7677,4163
75,3396,3530
4513,3200,7999
6977,5849,2031
4869,256,2672
428,1077,2053
4577,1184,2073
5925,7828,640
3711,9942,6449
3546,743,4702
4784,9671,3112
493,2510,9854
5366,7972,2800
5795,1104,2587
2513,3758,6672
8219,8847,7233
8312,441,9348
6773,1292,4837
9543,6694,23
4582,7445,2347
4315,9770,8842
1658,2676,4963
5062,4906,7857
5756,3761,9967
3493,2358,6825
8386,4861,1434
1811,8220,4853
8652,8790,306
2508,7436,7881
9158,880,7044
9130,3768,6271
6009,6172,5094
9722,4708,7206
6490,7277,1310
8350,9195,3165
8147,5121,2628
4525,753,6188
538,2989,2338
1250,4366,2440
528,3770,63
4968,4070,7012
8570,5279,6389
952,4000,6645
6493,7423,8954
6681,8598,8281
721,6149,6097
7354,327,5366
8040,4262,8447
8539,7667,7648
7782,6084,6109
7635,803,7390
2469,7397,5582
6744,2322,946
1060,4051,4852
138,4529,9429
5577,8736,1435
5382,3056,6334
5859,6559,5444
9363,7046,2430
4700,5363,9905
5303,3345,514
2641,626,1906
9854,5678,6110
6771,8936,4361
203,6051,1043
912,3503,5593
5108,430,2286
8670,3864,9276
8100,9566,7949
1904,4374,8126
1937,1709,3833
8776,2664,7409
3050,5855,8972
6182,4393,1126
6025,5822,502
860,1380,7542
7835,1108,607
1156,5307,4690
1513,2055,7098
3694,8459,6617
1665,5158,5264
2083,2001,2912
6709,451,1469
2643,1379,3889
2841,7912,6218
6721,4923,5535
2144,2090,1620
973,3042,6377
8236,1845,9184
6754,1737,7060
2443,8735,2703
5423,9706,4818
7667,764,1333
5214,9141,2990
1483,6425,8033
5290,7130,3635
824,8799,9491
557,9022,5269
8850,9887,7195
4422,6994,3028
5989,3035,9992
2050,9943,1658
449,2816,5856
3276,8173,716
8079,1956,8828
4758,6689,1194
242,4102,794
4887,6897,2216
4946,8861,8579
7996,9300,4120
4204,8656,2399
766,1877,3743
5296,8917,9235
2240,1573,9860
2199,8294,7897
7846,6298,1239
9283,23,3918
1736,99,8190
1673,1719,6624
1300,5686,9316
9546,3957,3620
7895,6012,3603
6501,5674,103
3147,3882,109
6722,5386,4982
3323,7292,5186
249,2383,9816
6541,5145,5682
595,6570,5508
4617,8259,7313
3703,3752,5780
3520,3146,3990
379,9039,4215
9044,4585,976
8556,9284,5966
1769,2123,7554
5446,6744,1491
3322,6380,4019
8584,7251,937
7528,3453,5505
3335,2776,8088
1009,3250,1227
5968,4966,4008
7795,9807,7734
9107,6554,9355
5100,5913,1705
2183,2576,5580
85,8473,7671
8224,472,3839
373,7121,7198
7694,4350,6328
77,6821,4129
5530,1381,7953
6870,4876,5460
2201,1177,9998
3937,1641,9629
3056,5614,8888
2184,9713,698
9832,2959,2984
4046,2339,5749
8908,6092,5635
255,8912,2435
4545,5544,1740
6245,2517,7406
5280,7718,9881
5973,9583,9579
5099,2366,8737
6041,9868,1236
4919,4539,6394
7034,6543,3732
5726,1889,107
2832,4778,6479
5178,2057,101
80,6741,3541
9690,4769,9802
7425,871,9868
9713,1062,1286
6723,6061,9599
4260,7430,1493
1758,6869,1440
1145,6829,1901
5734,2836,7737
6770,4387,9794
4231,3910,5163
8347,9971,6985
8769,5216,2377
645,2359,6537
4448,193,8093
2161,3596,385
8275,2378,450
1936,2112,7591
2116,969,6138
9977,7988,1764
2340,3242,3253
3334,6489,5893
6784,4693,481
212,6603,4192
6717,8233,6445
9969,4341,9935
3739,3134,5043
6988,9246,1496
2538,5274,5016
3452,7285,4079
3402,3511,2359
2349,3370,4468
6269,5256,8129
7059,2984,1382
7312,2985,2431
4755,1731,458
3648,4215,9772
3425,5152,7155
790,4047,3675
5746,9178,4510
1196,6457,4107
7289,7119,9649
3017,5632,2386
8201,9336,6604
5749,9882,5098
801,5304,3643
2105,3413,6256
8488,1664,4906
5404,9779,9448
7113,8493,6376
9589,8887,4883
7882,3487,1851
3134,9945,1533
6505,9834,7850
3645,5870,1419
243,5137,4971
9595,6561,2608
9843,289,5001
3283,9123,7403
9075,3714,6852
1979,7675,7816
1945,9864,221
3458,3118,8196
7896,6331,2843
8128,2072,5102
2293,4913,4167
7142,4298,3485
8771,4299,3917
9336,9365,4693
5095,9999,7491
7317,328,3752
6973,107,225
2363,6553,6637
4006,4578,6593
9970,7681,906
4912,2028,3361
6166,2950,5741
1910,324,1021
7855,8517,7528
8234,9587,4440
9524,833,752
8527,4154,9692
764,1769,9170
2400,1455,9754
8995,8747,2130
5143,7255,9680
2079,1854,6670
8888,6721,9164
6987,3192,1813
9787,241,4685
1340,5884,527
5090,5783,6458
1447,5555,7250
6218,2790,9402
15,2446,8469
7029,6757,5292
7449,7075,5160
7273,7931,6395
3237,8262,4601
8773,9052,4385
7553,4663,6135
2135,5061,900
8422,7864,2631
2517,189,5202
1922,7689,9571
6728,8664,8799
1822,7013,7057
8742,9925,2596
9230,2233,7036
7582,4079,4771
2462,5420,6734
2539,7060,524
4298,3669,7848
5431,9837,7859
4953,4894,7641
7743,8224,5465
7160,5438,5692
8943,3508,4531
8511,4576,2826
8627,8553,6831
1875,6891,4035
145,7459,1083
8041,2648,7185
8423,9185,5923
9592,3730,9694
7020,6793,9102
5175,4890,6249
5490,1253,1510
3460,1045,4936
4328,5124,5134
6255,6506,1996
4766,5076,1205
7462,4664,328
133,1716,705
3969,2873,2704
2963,9271,4629
4194,1488,6667
5484,8654,9877
9163,4434,5303
4637,7353,6336
199,2429,496
7654,8282,6674
3355,7015,6235
9321,1026,8018
394,9871,856
9659,4712,3986
5976,2263,5985
8157,7884,4855
1221,6434,3050
4903,4278,4091
7843,8389,9677
631,8776,8648
8006,4116,310
9035,7737,4125
107,71,4042
2625,6682,6849
7632,9702,5470
9286,4819,2121
6749,273,641
6413,9419,6411
6886,5318,7360
9127,3692,2151
6739,8454,7759
826,7627,6139
4849,7561,943
9521,3719,2172
3731,5407,1383
7250,8011,7249
5897,2170,4801
6471,6372,9473
3478,7419,8861
2071,2183,2432
3093,6138,1297
4198,3008,9427
8021,9670,5897
1642,8527,7243
5624,7816,4028
9070,4850,87
2844,6951,5361
4854,4296,573
4324,8284,8559
9926,2543,3888
4575,8492,6340
8860,5510,1278
7060,4314,7789
6250,5196,4476
8686,1623,1070
6186,6045,6036
1088,9485,8459
3386,7081,7084
3611,7262,7316
1854,5596,1230
7007,331,4412
3441,959,8894
1487,1435,5930
6625,1123,5943
8299,5938,5033
6999,2731,4927
8962,6590,9948
742,5187,9104
8892,778,3394
3081,1464,1535
4841,7900,7808
462,9194,3042
1508,831,6775
9686,1244,6195
9780,4912,5537
1645,8662,3825
7095,3573,2885
5250,4112,9338
9824,8781,3038
2731,1661,962
4352,4156,3486
2915,1190,7109
4226,48,3837
785,4290,5085
2327,3269,8649
1891,8340,5953
2989,183,8633
6433,471,8515
319,6904,5448
3818,1740,3039
7673,7159,7105
5041,3432,146
4611,6490,5302
6309,4703,4049
6826,7265,7242
6056,3820,5017
2717,6857,8658
9322,5415,2370
2938,7217,4101
4716,6931,9300
9590,3541,9913
6350,5261,5679
2700,8864,8853
6845,690,617
8068,6301,7452
6008,5534,1104
7281,677,6517
6537,4811,2655
8639,2005,7952
6156,8234,8091
5957,7622,7384
5024,2379,5015
2519,4344,17
7514,8439,9644
8609,8362,2930
9281,7388,7659
5453,4647,2089
2159,9342,9892
9624,8283,9665
4165,1625,2482
8606,4108,6488
3504,6697,5443
9392,2116,1322
5901,8144,5306
6976,3455,8318
1354,6001,1724
1973,7803,5403
6467,6628,3387
6310,9869,9373
4932,3228,3734
9561,7642,173
3728,4320,1329
748,1751,744
8283,8441,6927
2425,3434,4368
2200,247,182
1522,2449,4039
9154,6397,5082
6631,5706,2217
2901,1531,3556
4238,4947,5105
6085,3468,2609
6910,5670,7693
9314,9145,1103
4865,793,4624
4251,1366,2046
3027,499,5248
5058,5197,352
5021,3302,2116
3166,2085,8415
769,7960,3415
3031,4407,2033
5368,2848,5561
9071,5355,8762
4592,5757,4290
6549,7093,7611
6839,2921,8548
8660,8109,2731
8428,2785,967
495,2853,1078
6177,858,9618
4746,100,3868
510,1807,6820
1931,9469,5291
2787,2000,8398
664,8725,4334
1144,9808,6792
4737,457,7197
2692,1344,3892
9185,6290,9463
5354,6878,111
389,554,7908
8884,6936,6706
4846,9892,6100
1127,9576,8538
3382,7062,5275
9974,4838,8691
1972,7192,9088
8552,8381,2968
7154,2133,2771
3985,7420,8408
6444,6108,5223
8551,2931,9106
9142,9873,3315
6214,4729,5870
1224,1417,5864
7106,4476,4914
1760,6725,5125
9646,9467,3263
4490,4590,4643
3185,5084,5430
5326,3885,8104
9080,636,6048
5598,7984,2022
9724,9796,5521
9400,234,7466
4143,5212,965
5373,3149,8424
9316,9094,974
5774,3856,1421
9329,2949,6836
3587,732,1106
4375,5892,8784
4544,5673,7150
2246,8212,5424
1751,3602,5713
5263,2196,9927
6829,4207,7194
6144,3953,9465
3578,1041,4899
7969,6621,486
6866,8384,8025
5636,78,7970
5459,8187,9725
2225,9905,12
1629,2914,7235
328,3110,5368
3132,5573,8998
4042,3943,9938
3872,700,2288
3623,7269,9066
7443,1243,5060
5302,4908,6508
8254,6937,1692
5462,1630,6263
5662,6284,7388
765,5898,3064
5499,4864,2144
6584,2416,3811
7087,3077,1505
5393,372,8696
4370,4964,7940
7384,4458,5790
265,8537,6140
5378,6047,159
4667,1293,6023
90,8058,4209
880,3639,5630
6871,1346,9173
5443,3727,7402
9744,6667,6121
1441,9867,1016
257,8263,5541
4062,2179,5144
1555,1423,7863
7123,9629,9449
5482,1732,7321
9156,7270,5988
1136,6557,5277
6148,584,5976
8741,7758,7429
3660,3839,2478
6667,9754,9320
6821,3569,3082
1412,7212,4480
511,3129,8460
4312,9722,5086
6290,1149,4280
6460,9197,4724
6934,895,963
5609,1389,1968
6678,7702,3242
1681,2888,8070
9469,9003,4582
4132,8126,9191
8885,8906,6113
2528,6204,1318
232,3271,315
6930,5213,9632
1146,6661,3129
1985,6106,1480
3089,5944,9690
7979,9712,4362
2123,7118,5750
4657,566,7635
9172,3525,4743
9889,5748,1523
6883,6120,4025
8600,1523,2864
19,361,6552
816,575,8352
8751,4017,9281
6037,3326,3662
6923,6348,9233
1722,8130,9346
1650,6454,9055
2027,6535,1415
196,437,9771
9623,1404,1178
781,4292,4704
6498,5507,3492
2072,8927,4230
9928,3047,4134
7526,1806,2443
1662,6671,7596
6252,9872,2629
2,5559,9578
5466,3059,2745
1996,5815,437
6083,3043,9789
9304,8980,2117
3922,2594,1876
6975,2216,710
1468,2943,8250
9754,6144,7392
6136,3560,4769
1151,2241,8817
733,240,1615
4567,9239,3194
174,7042,8732
4218,885,9455
9358,2577,125
7593,7189,4728
4697,1058,169
1059,1255,8694
5152,5903,5969
9728,7428,703
6576,5659,5661
188,1463,3296
9459,2735,3982
3083,9823,521
4336,4751,5373
8861,4129,2947
7567,5489,574
6838,5464,8319
7444,3078,9972
4778,73,7687
6668,1994,3544
3030,6849,529
3903,5372,2556
7169,936,2123
3224,9301,6111
1839,897,5746
5242,8957,6414
5581,2054,9383
6099,9354,4751
9302,2276,3080
6752,9078,8522
9731,9622,5251
9937,7614,8416
8206,2826,7932
8994,1832,6889
8273,8457,5212
5779,7543,9279
3471,1800,7667
9440,1834,3241
843,1555,1700
1218,3090,5755
7832,3553,3612
3449,6313,1267
3040,7827,8216
4792,7509,7064
4629,2018,6044
2712,8054,2806
7329,6102,2936
5582,58,2622
4434,3308,5590
4109,629,4608
9479,7382,5924
2747,4874,7227
4327,5704,6342
7368,1134,8790
3057,3939,5478
4560,2550,4941
608,1288,3805
2617,6938,3733
9886,263,9995
2559,5432,973
573,9906,344
5511,5338,8448
558,8732,5432
1463,5115,5425
1351,455,5401
9299,6185,8601
7505,7673,1335
6800,8411,3747
4316,3464,5618
6896,3321,3373
1499,9417,8899
7697,1801,1128
6622,4104,8843
9128,8321,8340
6904,7985,7472
6515,2461,5411
3592,6885,1671
3512,8280,8680
442,5034,3957
1113,5955,4021
4157,6739,9622
3232,1278,7027
3029,3058,9259
2710,5527,2804
8512,9285,6826
5219,643,1158
5830,7946,423
3982,7006,342
43,7592,8053
5646,6237,237
8209,1054,9397
9603,4203,5152
2030,2805,9435
7387,2308,8297
4645,34,8749
7585,4346,2753
8701,6499,9446
8729,8975,4283
6104,6928,9153
4890,4425,8038
5753,7115,3545
8730,6405,2766
4866,8028,5933
61,5591,5658
8523,8347,6055
7932,8344,6088
7302,2752,4869
1558,6255,3871
8753,9182,7318
3768,8040,2934
2707,922,8558
7049,3057,2071
6510,2587,7148
8360,98,5155
5520,9662,3938
2536,3737,1556
223,8497,1718
9244,3657,9452
4549,2911,6547
9155,3414,5080
3278,8828,7560
1118,1961,3454
7708,8651,7175
6831,9491,7145
8827,958,3823
5733,4757,971
7811,6508,611
6574,2015,8507
3180,5554,1570
6054,6375,412
5057,5828,8620
86,87,364
4451,2330,4301
9909,4249,3684
17,6481,9554
8778,8163,5690
2474,8226,7920
4209,8731,2744
783,5443,7575
4419,4987,8543
388,5543,8252
1350,8193,5343
7010,7525,5906
2406,5402,6682
3999,9188,1917
8798,12,1904
5385,8168,2020
883,7442,2713
5208,1065,9501
247,9337,3306
7208,379,7226
7689,2678,2159
8129,8544,9118
1271,4460,6793
6737,2600,4353
937,2513,7359
9867,7482,8637
6108,4020,2005
5411,8768,3303
3918,5430,2616
3946,1953,2770
5654,2246,2192
9,1940,4308
1018,2777,6989
4538,8653,8886
8380,3005,5095
5560,5671,9181
6169,5113,7323
4093,3488,2263
6193,5526,6248
5794,1336,2844
7040,3861,4634
9675,8430,5054
1794,1944,4113
6613,4968,3348
8574,3133,9220
3367,6441,6641
9949,2744,5093
6643,2710,5964
4436,965,8476
2492,966,2376
6862,1693,1285
4146,5902,2444
1282,8926,6492
8559,5498,6871
3170,6817,5136
1467,6826,1211
7731,2262,3060
6277,954,840
9222,1454,9804
3846,9934,5099
1400,2494,673
1057,72,8244
3285,8377,1045
6818,6109,5779
5980,3853,3547
7945,4688,5073
6812,7313,9014
4477,4385,4832
7284,5317,4859
4159,1650,1495
2669,3607,428
6512,6229,9947
8618,6977,4233
7336,4731,7120
7729,5062,5721
4433,3033,280
2978,4395,6735
5386,5244,7519
5848,7935,2317
5082,1878,2201
9539,8346,9841
4392,7896,9515
2145,6206,935
4802,7751,1753
8711,6379,4291
8906,3251,5853
6015,1798,8534
722,4635,800
4535,3799,6402
6997,9370,508
4247,3908,1943
5426,9798,822
9826,1036,8588
7386,6054,3623
4359,7178,1557
3128,4725,6136
3981,8976,7974
2982,2156,3513
1872,1695,551
966,2613,4379
3013,8318,4699
8929,3919,3902
3344,3443,2807
8205,9663,7374
8071,7799,653
9941,6517,3480
8335,2471,5961
3856,7243,477
7671,3299,4966
1119,2271,6582
9793,2939,4311
9043,8504,5557
4396,2482,7121
5614,5771,7801
6442,4335,7878
2722,5482,5798
414,6356,5555
2752,5098,6665
1762,8558,3266
3787,6458,3700
3838,2011,6998
1263,7162,9929
7435,373,7942
9209,3771,988
3641,7589,155
4678,7970,4995
8432,7650,6473
7927,9230,1481
8058,1320,1116
8410,3478,5307
3459,452,6174
2748,7951,8800
6133,3322,2256
9324,5504,2439
2390,7528,9015
7807,7172,6332
4894,3904,5088
6965,6678,3994
1961,2778,9709
8456,1422,808
9701,9767,6236
294,8720,4597
1334,6941,5456
1731,5170,6015
9263,9238,1305
6526,1378,2008
7442,7700,7351
7559,3964,9817
7063,9015,6407
8171,1273,2998
8859,4704,449
991,7238,9856
3814,6307,4222
1495,4258,5166
613,7492,5763
5010,639,3163
6131,7982,7696
1232,4786,3199
747,5897,3626
3978,863,5549
9192,9135,2188
4936,8678,7170
6702,1494,8057
5752,556,7966
6087,4436,6513
3769,1340,3499
7195,9462,7274
1120,686,5716
5517,9369,6696
5620,4893,3286
4318,5280,3798
9238,7198,4180
7263,5122,4664
556,8336,9561
8638,5493,7888
5572,5639,7499
7178,1674,7576
1367,7122,2481
7815,8528,8308
8502,1010,9901
3254,1164,8900
4818,2681,6869
9398,4631,1379
2264,8728,4921
3714,4673,3338
4820,5356,5131
1446,9268,8744
7929,6186,3671
8208,8396,6920
5776,4504,5584
3467,5019,9981
1765,4097,6620
3145,8069,4649
7044,7002,388
8415,3670,3790
2172,6921,5869
6110,7346,5311
4693,8335,7797
4361,5392,5575
6531,6034,7666
5381,1979,8675
827,1191,8942
8623,8945,2599
9287,8770,9836
4552,3870,930
5037,8718,2206
8062,9985,3155
1789,2540,9808
9068,6488,618
6706,2791,8373
6196,7993,150
4056,509,2645
5755,9116,862
7364,2212,4144
6067,1414,734
4403,3203,6440
3282,5728,8811
7120,674,8850
5917,2590,8143
2380,6587,4284
9103,9093,8055
5474,6576,8782
1766,5941,7408
4927,3718,8489
8113,6426,6083
9433,4766,9330
7343,588,7637
7076,9729,7483
8740,1620,2802
5245,5945,7189
8358,2563,7287
726,7053,6796
7933,1870,4625
4111,7155,9103
5451,1161,3083
6230,4921,1629
3898,2134,8454
1398,5481,8705
1539,1938,6030
3603,377,8524
527,3897,6785
3183,2761,6050
435,7355,9549
1485,3340,1536
9804,2221,2115
3039,7923,6891
6064,665,3399
5273,938,2198
5843,9340,4536
8662,3197,8876
1524,5245,5857
9069,9907,9887
8542,4094,3216
526,1684,7628
2864,1132,2779
3554,5082,2669
9762,3044,602
8440,1574,5545
1348,5730,2097
2591,6003,5399
1977,1763,592
2250,5080,6437
5357,7869,4538
3996,9099,6815
8810,529,2427
4162,5453,7239
4537,45,2459
3590,6919,3976
476,2660,6730
4616,6197,5745
1801,1254,3200
2008,4648,2852
6557,1805,7179
7460,813,4488
7432,4499,4388
3828,4672,4598
9746,2933,8359
9323,7196,2769
906,266,4606
2465,7515,7820
1409,6325,6501
8158,5254,246
5575,5856,1025
6788,5802,3075
2582,2987,6133
5237,596,2660
762,6759,5124
979,4015,646
2024,8380,6602
4108,781,8759
4962,5434,5752
1968,3874,5133
9664,2715,2831
